fdc_id,data_type,description,food_category_id,publication_date
168748,sr_legacy_food,"Alcoholic beverage, beer, light, BUDWEISER SELECT",14,4/1/2019
174145,sr_legacy_food,"Alcoholic beverage, beer, light, higher alcohol",14,4/1/2019
169575,sr_legacy_food,"Alcoholic beverage, beer, light, low carb",14,4/1/2019
168746,sr_legacy_food,"Alcoholic beverage, beer, regular, all",14,4/1/2019
168747,sr_legacy_food,"Alcoholic beverage, beer, regular, BUDWEISER",14,4/1/2019
173168,sr_legacy_food,"Alcoholic beverage, creme de menthe, 72 proof",14,4/1/2019
169573,sr_legacy_food,"Alcoholic beverage, daiquiri, canned",14,4/1/2019
169574,sr_legacy_food,"Alcoholic beverage, daiquiri, prepared-from-recipe",14,4/1/2019
173664,sr_legacy_food,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 100 proof",14,4/1/2019
174815,sr_legacy_food,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",14,4/1/2019
171919,sr_legacy_food,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 86 proof",14,4/1/2019
171920,sr_legacy_food,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 90 proof",14,4/1/2019
173663,sr_legacy_food,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 94 proof",14,4/1/2019
174817,sr_legacy_food,"Alcoholic beverage, distilled, rum, 80 proof",14,4/1/2019
174818,sr_legacy_food,"Alcoholic beverage, distilled, vodka, 80 proof",14,4/1/2019
174819,sr_legacy_food,"Alcoholic beverage, distilled, whiskey, 86 proof",14,4/1/2019
175098,sr_legacy_food,"Alcoholic beverage, liqueur, coffee with cream, 34 proof",14,4/1/2019
175097,sr_legacy_food,"Alcoholic beverage, liqueur, coffee, 53 proof",14,4/1/2019
173665,sr_legacy_food,"Alcoholic beverage, liqueur, coffee, 63 proof",14,4/1/2019
174141,sr_legacy_food,"Alcoholic beverage, malt beer, hard lemonade",14,4/1/2019
168750,sr_legacy_food,"Alcoholic beverage, pina colada, canned",14,4/1/2019
168752,sr_legacy_food,"Alcoholic beverage, pina colada, prepared-from-recipe",14,4/1/2019
167723,sr_legacy_food,"Alcoholic beverage, rice (sake)",14,4/1/2019
168753,sr_legacy_food,"Alcoholic beverage, tequila sunrise, canned",14,4/1/2019
173662,sr_legacy_food,"Alcoholic beverage, whiskey sour",14,4/1/2019
174810,sr_legacy_food,"Alcoholic beverage, whiskey sour, canned",14,4/1/2019
174812,sr_legacy_food,"Alcoholic beverage, whiskey sour, prepared from item 14028",14,4/1/2019
173164,sr_legacy_food,"Alcoholic beverage, whiskey sour, prepared with water, whiskey and powder mix",14,4/1/2019
169070,sr_legacy_food,"Alcoholic beverage, wine, cooking",14,4/1/2019
175112,sr_legacy_food,"Alcoholic beverage, wine, dessert, dry",14,4/1/2019
173176,sr_legacy_food,"Alcoholic beverage, wine, dessert, sweet",14,4/1/2019
169071,sr_legacy_food,"Alcoholic beverage, wine, light",14,4/1/2019
173185,sr_legacy_food,"Alcoholic beverage, wine, table, all",14,4/1/2019
173190,sr_legacy_food,"Alcoholic beverage, wine, table, red",14,4/1/2019
173191,sr_legacy_food,"Alcoholic Beverage, wine, table, red, Barbera",14,4/1/2019
173208,sr_legacy_food,"Alcoholic Beverage, wine, table, red, Burgundy",14,4/1/2019
174834,sr_legacy_food,"Alcoholic Beverage, wine, table, red, Cabernet Franc",14,4/1/2019
174833,sr_legacy_food,"Alcoholic Beverage, wine, table, red, Cabernet Sauvignon",14,4/1/2019
174840,sr_legacy_food,"Alcoholic Beverage, wine, table, red, Carignane",14,4/1/2019
173194,sr_legacy_food,"Alcoholic Beverage, wine, table, red, Claret",14,4/1/2019
171872,sr_legacy_food,"Alcoholic Beverage, wine, table, red, Gamay",14,4/1/2019
174838,sr_legacy_food,"Alcoholic Beverage, wine, table, red, Lemberger",14,4/1/2019
171925,sr_legacy_food,"Alcoholic Beverage, wine, table, red, Merlot",14,4/1/2019
174109,sr_legacy_food,"Alcoholic Beverage, wine, table, red, Mouvedre",14,4/1/2019
173193,sr_legacy_food,"Alcoholic Beverage, wine, table, red, Petite Sirah",14,4/1/2019
174835,sr_legacy_food,"Alcoholic Beverage, wine, table, red, Pinot Noir",14,4/1/2019
174839,sr_legacy_food,"Alcoholic Beverage, wine, table, red, Sangiovese",14,4/1/2019
174836,sr_legacy_food,"Alcoholic Beverage, wine, table, red, Syrah",14,4/1/2019
173192,sr_legacy_food,"Alcoholic Beverage, wine, table, red, Zinfandel",14,4/1/2019
174837,sr_legacy_food,"Alcoholic beverage, wine, table, white",14,4/1/2019
174110,sr_legacy_food,"Alcoholic beverage, wine, table, white, Chardonnay",14,4/1/2019
173195,sr_legacy_food,"Alcoholic beverage, wine, table, white, Chenin Blanc",14,4/1/2019
173196,sr_legacy_food,"Alcoholic beverage, wine, table, white, Fume Blanc",14,4/1/2019
174843,sr_legacy_food,"Alcoholic beverage, wine, table, white, Gewurztraminer",14,4/1/2019
173202,sr_legacy_food,"Alcoholic beverage, wine, table, white, late harvest",14,4/1/2019
174844,sr_legacy_food,"Alcoholic beverage, wine, table, white, late harvest, Gewurztraminer",14,4/1/2019
173198,sr_legacy_food,"Alcoholic beverage, wine, table, white, Muller Thurgau",14,4/1/2019
174849,sr_legacy_food,"Alcoholic beverage, wine, table, white, Muscat",14,4/1/2019
174848,sr_legacy_food,"Alcoholic beverage, wine, table, white, Pinot Blanc",14,4/1/2019
174841,sr_legacy_food,"Alcoholic beverage, wine, table, white, Pinot Gris (Grigio)",14,4/1/2019
173200,sr_legacy_food,"Alcoholic beverage, wine, table, white, Riesling",14,4/1/2019
173201,sr_legacy_food,"Alcoholic beverage, wine, table, white, Sauvignon Blanc",14,4/1/2019
174845,sr_legacy_food,"Alcoholic beverage, wine, table, white, Semillon",14,4/1/2019
171906,sr_legacy_food,"Alcoholic beverages, beer, higher alcohol",14,4/1/2019
171908,sr_legacy_food,"Alcoholic beverages, wine, rose",14,4/1/2019
344434,survey_fndds_food,Alcoholic malt beverage,,4/1/2019
344433,survey_fndds_food,"Alcoholic malt beverage, higher alcohol, sweetened",,4/1/2019
344432,survey_fndds_food,"Alcoholic malt beverage, sweetened",,4/1/2019
344439,survey_fndds_food,Alexander,,4/1/2019
324299,market_acquisition,"ALEXIA, Onion rings, frozen (AL 1) - NFY1206PP",11,4/1/2019
324301,market_acquisition,"ALEXIA, Onion rings, frozen (AL 1) - NFY1206PQ",11,4/1/2019
324159,market_acquisition,"ALEXIA, Onion rings, frozen (CA2) - NFY1206RO",11,4/1/2019
324161,market_acquisition,"ALEXIA, Onion rings, frozen (CA2) - NFY1206RP",11,4/1/2019
324215,market_acquisition,"ALEXIA, Onion rings, frozen (CO1) - NFY12054D",11,4/1/2019
324218,market_acquisition,"ALEXIA, Onion rings, frozen (CO1) - NFY12054E",11,4/1/2019
324217,market_acquisition,"ALEXIA, Onion rings, frozen (CT1) - NFY1206PL",11,4/1/2019
324216,market_acquisition,"ALEXIA, Onion rings, frozen (CT1) - NFY1206PM",11,4/1/2019
324180,market_acquisition,"ALEXIA, Onion rings, frozen (FL) - NFY1206RC",11,4/1/2019
324179,market_acquisition,"ALEXIA, Onion rings, frozen (FL) - NFY1206RD",11,4/1/2019
324255,market_acquisition,"ALEXIA, Onion rings, frozen (IN1) - NFY12054H",11,4/1/2019
324253,market_acquisition,"ALEXIA, Onion rings, frozen (IN1) - NFY12054I",11,4/1/2019
324178,market_acquisition,"ALEXIA, Onion rings, frozen (MO1) - NFY1206RZ",11,4/1/2019
324181,market_acquisition,"ALEXIA, Onion rings, frozen (MO1) - NFY1206S0",11,4/1/2019
324160,market_acquisition,"ALEXIA, Onion rings, frozen (NC1) - NFY12054T",11,4/1/2019
324162,market_acquisition,"ALEXIA, Onion rings, frozen (NC1) - NFY12054U",11,4/1/2019
324256,market_acquisition,"ALEXIA, Onion rings, frozen (NY1) - NFY1206TE",11,4/1/2019
324254,market_acquisition,"ALEXIA, Onion rings, frozen (NY1) - NFY1206TF",11,4/1/2019
324298,market_acquisition,"ALEXIA, Onion rings, frozen (OK1) - NFY1206SH",11,4/1/2019
324300,market_acquisition,"ALEXIA, Onion rings, frozen (OK1) - NFY1206SI",11,4/1/2019
168384,sr_legacy_food,"Alfalfa seeds, sprouted, raw",11,4/1/2019
342592,survey_fndds_food,"Alfalfa sprouts, raw",,4/1/2019
336802,survey_fndds_food,Alfredo sauce,,4/1/2019
340540,survey_fndds_food,All-Bran,,4/1/2019
340553,survey_fndds_food,"All-Bran Bran Buds, Kellogg's (formerly Bran Buds)",,4/1/2019
340594,survey_fndds_food,"All-Bran Complete Wheat Flakes, Kellogg's",,4/1/2019
339460,survey_fndds_food,Almond butter,,4/1/2019
338467,survey_fndds_food,Almond chicken,,4/1/2019
336106,survey_fndds_food,"Almond milk, sweetened",,4/1/2019
336107,survey_fndds_food,"Almond milk, sweetened, chocolate",,4/1/2019
336108,survey_fndds_food,"Almond milk, unsweetened",,4/1/2019
336109,survey_fndds_food,"Almond milk, unsweetened, chocolate",,4/1/2019
343867,survey_fndds_food,Almond oil,,4/1/2019
339461,survey_fndds_food,Almond paste (Marzipan paste),,4/1/2019
323127,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323128,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323134,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323135,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323136,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323142,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323143,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323144,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323152,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323153,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323154,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323155,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323156,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323167,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323168,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323169,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323170,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323171,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323172,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323186,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323187,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323188,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323195,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323196,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323197,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323198,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323199,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323210,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323211,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323220,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323221,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323222,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323223,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323224,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323238,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323239,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323240,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323241,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323242,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323256,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323257,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323258,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323259,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323260,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323271,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323272,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323273,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323274,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323275,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323284,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323285,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323286,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323287,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
323288,sub_sample_food,Almonds dry roasted salted,12,4/1/2019
344037,survey_fndds_food,"Almonds, chocolate covered",,4/1/2019
323145,sub_sample_food,"Almonds, dry roasted, salted",12,4/1/2019
339420,survey_fndds_food,"Almonds, dry roasted, salted",,4/1/2019
323247,sub_sample_food,"Almonds, dry roasted, salted - NFY1213HU",12,4/1/2019
323249,sub_sample_food,"Almonds, dry roasted, salted - NFY1213HV",12,4/1/2019
323237,sub_sample_food,"Almonds, dry roasted, salted - NFY1213I1",12,4/1/2019
323243,sub_sample_food,"Almonds, dry roasted, salted - NFY1213I3",12,4/1/2019
323244,sub_sample_food,"Almonds, dry roasted, salted - NFY1213I4",12,4/1/2019
323245,sub_sample_food,"Almonds, dry roasted, salted - NFY1213I5",12,4/1/2019
323246,sub_sample_food,"Almonds, dry roasted, salted - NFY1213I6",12,4/1/2019
323248,sub_sample_food,"Almonds, dry roasted, salted - NFY1213I7",12,4/1/2019
323228,sub_sample_food,"Almonds, dry roasted, salted - NFY1213ID",12,4/1/2019
323219,sub_sample_food,"Almonds, dry roasted, salted - NFY1213IJ",12,4/1/2019
323225,sub_sample_food,"Almonds, dry roasted, salted - NFY1213IK",12,4/1/2019
323226,sub_sample_food,"Almonds, dry roasted, salted - NFY1213IL",12,4/1/2019
323227,sub_sample_food,"Almonds, dry roasted, salted - NFY1213IM",12,4/1/2019
323203,sub_sample_food,"Almonds, dry roasted, salted - NFY1213J1",12,4/1/2019
323194,sub_sample_food,"Almonds, dry roasted, salted - NFY1213J7",12,4/1/2019
323200,sub_sample_food,"Almonds, dry roasted, salted - NFY1213J8",12,4/1/2019
323201,sub_sample_food,"Almonds, dry roasted, salted - NFY1213J9",12,4/1/2019
323202,sub_sample_food,"Almonds, dry roasted, salted - NFY1213JA",12,4/1/2019
323177,sub_sample_food,"Almonds, dry roasted, salted - NFY1213JQ",12,4/1/2019
323166,sub_sample_food,"Almonds, dry roasted, salted - NFY1213JX",12,4/1/2019
323173,sub_sample_food,"Almonds, dry roasted, salted - NFY1213JY",12,4/1/2019
323174,sub_sample_food,"Almonds, dry roasted, salted - NFY1213JZ",12,4/1/2019
323175,sub_sample_food,"Almonds, dry roasted, salted - NFY1213K0",12,4/1/2019
323176,sub_sample_food,"Almonds, dry roasted, salted - NFY1213K1",12,4/1/2019
323160,sub_sample_food,"Almonds, dry roasted, salted - NFY1213KD",12,4/1/2019
323151,sub_sample_food,"Almonds, dry roasted, salted - NFY1213KJ",12,4/1/2019
323157,sub_sample_food,"Almonds, dry roasted, salted - NFY1213KL",12,4/1/2019
323158,sub_sample_food,"Almonds, dry roasted, salted - NFY1213KM",12,4/1/2019
323159,sub_sample_food,"Almonds, dry roasted, salted - NFY1213KN",12,4/1/2019
323279,sub_sample_food,"Almonds, dry roasted, salted - NFY1213KT",12,4/1/2019
323270,sub_sample_food,"Almonds, dry roasted, salted - NFY1213KZ",12,4/1/2019
323276,sub_sample_food,"Almonds, dry roasted, salted - NFY1213L0",12,4/1/2019
323277,sub_sample_food,"Almonds, dry roasted, salted - NFY1213L1",12,4/1/2019
323278,sub_sample_food,"Almonds, dry roasted, salted - NFY1213L2",12,4/1/2019
323264,sub_sample_food,"Almonds, dry roasted, salted - NFY1213L8",12,4/1/2019
323255,sub_sample_food,"Almonds, dry roasted, salted - NFY1213LE",12,4/1/2019
323261,sub_sample_food,"Almonds, dry roasted, salted - NFY1213LG",12,4/1/2019
323262,sub_sample_food,"Almonds, dry roasted, salted - NFY1213LH",12,4/1/2019
323263,sub_sample_food,"Almonds, dry roasted, salted - NFY1213LI",12,4/1/2019
323293,sub_sample_food,"Almonds, dry roasted, salted - NFY1213LU",12,4/1/2019
323283,sub_sample_food,"Almonds, dry roasted, salted - NFY1213M0",12,4/1/2019
323289,sub_sample_food,"Almonds, dry roasted, salted - NFY1213M1",12,4/1/2019
323290,sub_sample_food,"Almonds, dry roasted, salted - NFY1213M2",12,4/1/2019
323291,sub_sample_food,"Almonds, dry roasted, salted - NFY1213M3",12,4/1/2019
323292,sub_sample_food,"Almonds, dry roasted, salted - NFY1213M4",12,4/1/2019
323122,sample_food,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",12,4/1/2019
323129,sample_food,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",12,4/1/2019
323137,sample_food,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",12,4/1/2019
323146,sample_food,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",12,4/1/2019
323161,sample_food,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",12,4/1/2019
323189,sample_food,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",12,4/1/2019
323123,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",12,4/1/2019
323124,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",12,4/1/2019
323125,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",12,4/1/2019
323126,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",12,4/1/2019
323130,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",12,4/1/2019
323131,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",12,4/1/2019
323132,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",12,4/1/2019
323133,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",12,4/1/2019
323138,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",12,4/1/2019
323139,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",12,4/1/2019
323140,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",12,4/1/2019
323141,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",12,4/1/2019
323147,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",12,4/1/2019
323148,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",12,4/1/2019
323149,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",12,4/1/2019
323150,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",12,4/1/2019
323162,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",12,4/1/2019
323163,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",12,4/1/2019
323164,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",12,4/1/2019
323165,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",12,4/1/2019
323190,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",12,4/1/2019
323191,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",12,4/1/2019
323192,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",12,4/1/2019
323193,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, BLUE DIAMOND",12,4/1/2019
323204,sub_sample_food,"Almonds, Dry Roasted, Salted, Blue Diamond - KY, CA2",12,4/1/2019
323178,sample_food,"ALMONDS, DRY ROASTED, SALTED, EMERALD",12,4/1/2019
323212,sample_food,"ALMONDS, DRY ROASTED, SALTED, EMERALD",12,4/1/2019
323230,sample_food,"ALMONDS, DRY ROASTED, SALTED, EMERALD",12,4/1/2019
323179,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, EMERALD",12,4/1/2019
323180,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, EMERALD",12,4/1/2019
323181,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, EMERALD",12,4/1/2019
323182,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, EMERALD",12,4/1/2019
323183,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, EMERALD",12,4/1/2019
323184,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, EMERALD",12,4/1/2019
323185,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, EMERALD",12,4/1/2019
323213,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, EMERALD",12,4/1/2019
323214,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, EMERALD",12,4/1/2019
323215,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, EMERALD",12,4/1/2019
323216,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, EMERALD",12,4/1/2019
323217,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, EMERALD",12,4/1/2019
323218,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, EMERALD",12,4/1/2019
323231,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, EMERALD",12,4/1/2019
323232,market_acquisition,"ALMONDS, DRY ROASTED, SALTED, EMERALD",12,4/1/2019
